poly,poly-href,col-list,col-list-href,CollegeName,CollegeCategory,ApprovedBy,CollegeCode,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses,pagination,pagination-href
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Aries Polytechnic College, Cuddalore","http://www.colleges-in-tamilnadu.com/colleges/1107/Aries-Polytechnic-College.html","Aries Polytechnic College","Polytechnic","AICTE","548","1998","Co-Education","Self Finance","Aries Polytechnic College

Karunguzhi village

Kurinjipadi Panchayat Union

Vadalur","607 303","Cuddalore","Cuddalore","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Instrumentation and Control Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","A.M.K Technology Polytechnic College, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1082/A-M-K-Technology-Polytechnic-College.html","A.M.K Technology Polytechnic College","Polytechnic","AICTE","205","1971","Co-Education","Aided","A.M.K Technology Polytechnic College

Chennai - Bangalore Highway

Chembarambakkam

Chennai","602 103","Chennai","Chennai","2681 1411","2681 1834","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Instrumentation and Control Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Foundry)""},{""Courses"":""» Dip. in - Mechanical Engineering (Refrigeration and Ac)""},{""Courses"":""» Post Dip. in - Refrigeration and AC""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sakthi Polytechnic College, Bhavani, Erode","http://www.colleges-in-tamilnadu.com/colleges/1299/Sakthi-Polytechnic-College.html","Sakthi Polytechnic College","Polytechnic","AICTE","215","1981","Co-Education","Aided","Sakthi Polytechnic College

Nachimuthupuram

Sakthi Nagar

VempathiVellalapalayam

Bhavani","638 315","Bhavani","Erode","246 154","247 070","[{""Courses"":""» Dip. in - Agriculture Technology""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Instrumentation and Control Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Metallurgy""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sai Jothi Polytechnic College, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1312/Sai-Jothi-Polytechnic-College.html","Sai Jothi Polytechnic College","Polytechnic","null","779","2008","Co-Education","Self Finance","Sai Jothi Polytechnic College

Aruppukottai Main Road

Eliyarpathy

Madurai","625 022","Madurai","Madurai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Tiruttani Polytechnic College, Thiruthani, Tiruvallur","http://www.colleges-in-tamilnadu.com/colleges/1425/Tiruttani-Polytechnic-College.html","Tiruttani Polytechnic College","Polytechnic","AICTE","556","1998","Co-Education","Self Finance","Tiruttani Polytechnic College

Lakshmapuram Village

Nabalur Post

Thiruthani","631 204","Thiruthani","Tiruvallur","null","null","[{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Marine Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sree Kumaraguru Polytechnic College, Pappireddipatty, Dharmapuri","http://www.colleges-in-tamilnadu.com/colleges/1334/Sree-Kumaraguru-Polytechnic-College.html","Sree Kumaraguru Polytechnic College","Polytechnic","null","796","2008","Co-Education","Self Finance","Sree Kumaraguru Polytechnic College

Pulithiyurvillage

KokkarappattyPo

Harur

Pappireddipatty","636 905","Pappireddipatty","Dharmapuri","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Adhisankarar Polytechnic College, Mannachanallur, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1336/Sri-Adhisankarar-Polytechnic-College.html","Sri Adhisankarar Polytechnic College","Polytechnic","AICTE","564","2000","Co-Education","Self Finance","Sri Adhisankarar Polytechnic College

National High Ways

Near Ramar Koil

Irungalur

M.R .Palaym Group

Sanamangalam

Mannachanallur","621 105","Mannachanallur","Trichy","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Arulmigu Palani Andavar Polytechnic College, Palani, Dindigul","http://www.colleges-in-tamilnadu.com/colleges/1086/Arulmigu-Palani-Andavar-Polytechnic-College.html","Arulmigu Palani Andavar Polytechnic College","Polytechnic","AICTE","222","1983","Co-Education","Aided","Arulmigu Palani Andavar Polytechnic College

Dindigul road

Palani","624 601","Palani","Dindigul","251 350","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics (Robotics)""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Garment Technology""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Modern Office Practice""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Nandha Polytechnic College, Erode","http://www.colleges-in-tamilnadu.com/colleges/1243/Nandha-Polytechnic-College.html","Nandha Polytechnic College","Polytechnic","AICTE","550","1998","Co-Education","Self Finance","Nandha Polytechnic College

232,Chennimalaipalayam road

Pitchandampalayam

Veppampalayam

Erode","638 052","Erode","Erode","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Petrochemical Engineering""}]","N","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/N/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","St. Mariam Polytechnic College, Alangulam, Tirunelveli","http://www.colleges-in-tamilnadu.com/colleges/1382/St-Mariam-Polytechnic-College.html","St. Mariam Polytechnic College","Polytechnic","null","795","2009","Co-Education","Self Finance","St. Mariam Polytechnic College

Sivalarkulam Village Maranthai

Alangulam","627 851","Alangulam","Tirunelveli","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","V.S. Vellaichamy Nadar Polytechnic College, Virudhunagar","http://www.colleges-in-tamilnadu.com/colleges/1431/V-S-Vellaichamy-Nadar-Polytechnic-College.html","V.S. Vellaichamy Nadar Polytechnic College","Polytechnic","AICTE","225","1958","Co-Education","Aided","V.S. Vellaichamy Nadar Polytechnic College

Rosalpatti Village

College Road

Virudhunagar","626 001","Virudhunagar","Virudhunagar","280 173","280 873","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Garment Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""},{""Courses"":""» Dip. in - Modern Office Practice""}]","V","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/V/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Arasan Ganesan Polytechnic College, Virudhunagar","http://www.colleges-in-tamilnadu.com/colleges/1085/Arasan-Ganesan-Polytechnic-College.html","Arasan Ganesan Polytechnic College","Polytechnic","AICTE","228","1981","Co-Education","Aided","Arasan Ganesan Polytechnic College

Virudhunagar Main Road

Anaikuttam P.O

Amathur

Virudhunagar","626 130","Virudhunagar","Virudhunagar","230 616","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Modern Office Practice""},{""Courses"":""» Dip. in - Printing Technology""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Kumaran Polytechnic College, Tiruvannamalai, Tiruvanamalai","http://www.colleges-in-tamilnadu.com/colleges/1189/Kumaran-Polytechnic-College.html","Kumaran Polytechnic College","Polytechnic","null","null","1996","Co-Education","","Kumaran Polytechnic CollegeM

Velu Nagar,

Tiruvannamalai","606 603","Tiruvannamalai","Tiruvanamalai","04175 - 236 759","04175 -247 210","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","K","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/K/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Thiru Seven Hills Polytechnic College, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1418/Thiru-Seven-Hills-Polytechnic-College.html","Thiru Seven Hills Polytechnic College","Polytechnic","AICTE","373","1986","Co-Education","Self Finance","Thiru Seven Hills Polytechnic College

Alappakkam Road

Maduravoyal

Chennai","600 095","Chennai","Chennai","null","null","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics (Robotics)""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Foundry)""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Kongu Polytechnic College, Perundurai, Erode","http://www.colleges-in-tamilnadu.com/colleges/1200/Kongu-Polytechnic-College.html","Kongu Polytechnic College","Polytechnic","AICTE","320","1983","Co-Education","Self Finance","Kongu Polytechnic College

Thppupalayam

Perundurai R.S. Road

Perundurai","638 052","Perundurai","Erode","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Chemical Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics (Robotics)""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Instrumentation and Control Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","K","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/K/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Venkateswara Polytechnic College, Cheyyar, Tiruvanamalai","http://www.colleges-in-tamilnadu.com/colleges/1374/Sri-Venkateswara-Polytechnic-College.html","Sri Venkateswara Polytechnic College","Polytechnic","AICTE","512","1996","Co-Education","Self Finance","Sri Venkateswara Polytechnic College

Parasur Village

Cheyyar","604 409","Cheyyar","Tiruvanamalai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Udaya Polytechnic College, Agasteeswaram, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/1428/Udaya-Polytechnic-College.html","Udaya Polytechnic College","Polytechnic","AICTE","568","2004","Co-Education","Self Finance","Udaya Polytechnic College

Udaya Nagar

Vellamodi Junction

Neendakarai

Azhikkal

Agasteeswaram","629 202","Agasteeswaram","Kanyakumari","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","U","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/U/Polytechnic-Colleges-in-TamilNadu.html"
