poly,poly-href,col-list,col-list-href,CollegeName,CollegeCategory,ApprovedBy,CollegeCode,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses,pagination,pagination-href
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Musiri Institute of Technology, Musiri, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1234/Musiri-Institute-of-Technology.html","Musiri Institute of Technology","Polytechnic","null","724","2007","Co-Education","Self Finance","Musiri Institute of Technology

Annai Nagar

Thuraiyur Main Road

M Pudupatti

Musiri","621 211","Musiri","Trichy","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","M","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/M/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Dr. Dharmambal Government Polytechnic College for Women, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1133/Dr-Dharmambal-Government-Polytechnic-College-for-Women.html","Dr. Dharmambal Government Polytechnic College for Women","Polytechnic","AICTE","175","1962","Womens","Government","Dr. Dharmambal Government Polytechnic College for Women

CIT Campus

Tharamani

Chennai","600 113","Chennai","Chennai","2254 2013","null","[{""Courses"":""» Dip. in - Architectural Assistantship""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Environmental Pollution and Control""},{""Courses"":""» Dip. in - Garment Technology""},{""Courses"":""» Dip. in - Instrumentation and Control Engineering""},{""Courses"":""» Dip. in - Modern Office Practice""}]","D","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/D/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","T.S Srinivasan Polytechnic College and Centre for Advanced, Ambathur, Tiruvallur","http://www.colleges-in-tamilnadu.com/colleges/1401/T-S-Srinivasan-Polytechnic-College-and-Centre-for-Advanced.html","T.S Srinivasan Polytechnic College and Centre for Advanced","Polytechnic","null","578","2006","Co-Education","Self Finance","T.S Srinivasan Polytechnic College and Centre for Advanced

TVS School Road

Vanagaram

Ambathur","600 095","Ambathur","Tiruvallur","null","null","[{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Vigneshwara Polytechnic College, Kurinjipadi, Cuddalore","http://www.colleges-in-tamilnadu.com/colleges/1445/Vigneshwara-Polytechnic-College.html","Vigneshwara Polytechnic College","Polytechnic","null","794","2009","Co-Education","Self Finance","Vigneshwara Polytechnic College

Cuddalore-Chidambaram ECR

Keezhpoovanikuppam

Kurinjipadi","608 801","Kurinjipadi","Cuddalore","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","V","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/V/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sivakasi Institute of Printing Technology, Sivakasi, Virudhunagar","http://www.colleges-in-tamilnadu.com/colleges/1331/Sivakasi-Institute-of-Printing-Technology.html","Sivakasi Institute of Printing Technology","Polytechnic","AICTE","410","1977","Co-Education","Self Finance","Sivakasi Institute of Printing Technology

SMPA Nagar

A. Meenakshipuram

Anaikuttam (PO)

Sivakasi","626 130","Sivakasi","Virudhunagar","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Packaging Technology""},{""Courses"":""» Dip. in - Printing Technology""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sriram Polytechnic College, Tiruvallur","http://www.colleges-in-tamilnadu.com/colleges/1298/Sriram-Polytechnic-College.html","Sriram Polytechnic College","Polytechnic","null","null","1984","Co-Education","","Sriram Polytechnic College,

Perumalpattu,

Tiruvallur","602 024","Tiruvallur","Tiruvallur","044 - 2768 9180","null","[{""Courses"":""» Dip. in - Automobile Technology""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Instrumentation and Control Engineering""},{""Courses"":""» Dip. in - Leather Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","The Kavery Institute of Technology, Mettur, Salem","http://www.colleges-in-tamilnadu.com/colleges/1409/The-Kavery-Institute-of-Technology.html","The Kavery Institute of Technology","Polytechnic","null","598","null","Co-Education","Self Finance","The Kavery Institute of Technology

M. Kalipatti

Mecheri

Mettur","636 453","Mettur","Salem","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Thaai Polytechnic College, Vadipatti, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1402/Thaai-Polytechnic-College.html","Thaai Polytechnic College","Polytechnic","AICTE","850","2010","Co-Education","Self Finance","Thaai Polytechnic College

Union Office Road

Vadipatti","625 218","Vadipatti","Madurai","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Don Bosco Polytechnic College, Chengalpattu, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/1140/Don-Bosco-Polytechnic-College.html","Don Bosco Polytechnic College","Polytechnic","null","805","2009","Co-Education","Self Finance","Don Bosco Polytechnic College, Thirukazhukundram

Mamallapuram Bye Pass Road

Kothimangalam

Chengalpattu","603 109","Chengalpattu","Kanchipuram","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","D","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/D/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Seikalathur Kamatchi Amman Polytechnic College, Manamadurai, Sivagangai","http://www.colleges-in-tamilnadu.com/colleges/1320/Seikalathur-Kamatchi-Amman-Polytechnic-College.html","Seikalathur Kamatchi Amman Polytechnic College","Polytechnic","AICTE","346","1983","Co-Education","Self Finance","Seikalathur Kamatchi Amman Polytechnic College

G.K. Complex

Seikalathur Main Road

Seikalathur

Manamadurai","630 606","Manamadurai","Sivagangai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Institute of Ceramic Technology, Virudhachalam, Cuddalore","http://www.colleges-in-tamilnadu.com/colleges/1171/Institute-of-Ceramic-Technology.html","Institute of Ceramic Technology","Polytechnic","AICTE","405","1964","Co-Education","Government","Institute of Ceramic Technology

Aladi Road

Virudhachalam","606 001","Virudhachalam","Cuddalore","260 319","null","[{""Courses"":""» Dip. in - Ceramic Technology""}]","I","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/I/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Pavendar Bharathidasan Polytechnic College, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1274/Pavendar-Bharathidasan-Polytechnic-College.html","Pavendar Bharathidasan Polytechnic College","Polytechnic","null","710","2007","Co-Education","Self Finance","Pavendar Bharathidasan Polytechnic College

Thanjai Natarajan Nagar

Mathur

Trichy","620 024","Trichy","Trichy","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Textile Technology""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Udhayam Polytechnic College, Rameswaram, Ramnad","http://www.colleges-in-tamilnadu.com/colleges/1429/Udhayam-Polytechnic-College.html","Udhayam Polytechnic College","Polytechnic","null","722","2007","Co-Education","Self Finance","Udhayam Polytechnic College

Thenkuda

Ariyankundu

Thangachimadam

Rameswaram","623 529","Rameswaram","Ramnad","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","U","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/U/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Vandayar Polytechnic College, Papanasam, Thanjavur","http://www.colleges-in-tamilnadu.com/colleges/1439/Vandayar-Polytechnic-College.html","Vandayar Polytechnic College","Polytechnic","AICTE","571","2005","Co-Education","Self Finance","Vandayar Polytechnic College

Pulavaranatham Post

Mariammankovil (Via)

Papanasam","613 501","Papanasam","Thanjavur","null","null","[{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","V","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/V/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri S Ramasamy Naidu Memorial Polytechnic College, Sattur, Virudhunagar","http://www.colleges-in-tamilnadu.com/colleges/1364/Sri-S-Ramasamy-Naidu-Memorial-Polytechnic-College.html","Sri S Ramasamy Naidu Memorial Polytechnic College","Polytechnic","null","791","2009","Co-Education","Self Finance","Sri S Ramasamy Naidu Memorial Polytechnic College

Venkatachalapuram

E Muthulingapuram

Sattur","626 203","Sattur","Virudhunagar","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Vel Tech Polytechnic College, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1440/Vel-Tech-Polytechnic-College.html","Vel Tech Polytechnic College","Polytechnic","AICTE","557","1998","Co-Education","Self Finance","Vel Tech Polytechnic College

No.24, Avadi - Alamathi Road

Morai

Avadi

Chennai","600 062","Chennai","Chennai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","V","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/V/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Arulmigu Kallalakar Polytechnic College, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1110/Arulmigu-Kallalakar-Polytechnic-College.html","Arulmigu Kallalakar Polytechnic College","Polytechnic","AICTE","344","1985","Co-Education","Self Finance","Arulmigu Kallalakar Polytechnic College

Rathinam Nagar

Attukkulam

Melur","625 106","Madurai","Madurai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Morning Star Polytechnic College, Kalkulam, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/1230/Morning-Star-Polytechnic-College.html","Morning Star Polytechnic College","Polytechnic","AICTE","356","1984","Co-Education","Self Finance","Morning Star Polytechnic College

Thirumalai

Aloor

Chunkankadai

Kalkulam","629 807","Kalkulam","Kanyakumari","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","M","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/M/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Acharya Polytechnic College, Edappadi, Salem","http://www.colleges-in-tamilnadu.com/colleges/1092/Acharya-Polytechnic-College.html","Acharya Polytechnic College","Polytechnic","null","818","2009","Co-Education","Self Finance","Acharya Polytechnic College

Meikkal Reddiyur

Vellarivelli

Edappadi","637 101","Edappadi","Salem","null","null","[{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Er. Perumal Manimekalai Polytechnic College, Hosur, Dharmapuri","http://www.colleges-in-tamilnadu.com/colleges/1145/Er-Perumal-Manimekalai-Polytechnic-College.html","Er. Perumal Manimekalai Polytechnic College","Polytechnic","AICTE","509","1996","Co-Education","Self Finance","Er. Perumal Manimekalai Polytechnic College

Bukkasagaram Village

Nallakanokothapallai

Koneripalli

Shoolagiri

Hosur","635 117","Hosur","Dharmapuri","null","null","[{""Courses"":""» Dip. in - Chemical Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics (Robotics)""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""},{""Courses"":""» Dip. in - Mechatronics Engineering""}]","E","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/E/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Surya Polytechnic College, Vikiravandi, Villupuram","http://www.colleges-in-tamilnadu.com/colleges/1394/Surya-Polytechnic-College.html","Surya Polytechnic College","Polytechnic","null","812","2009","Co-Education","Self Finance","Surya Polytechnic College, Vikiravandi

Surya Nagar

Chennai Main Road

Keezhakondai","605 652","Vikiravandi","Villupuram","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Renga Polytechnic College, Mannachanallur, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1361/Sri-Renga-Polytechnic-College.html","Sri Renga Polytechnic College","Polytechnic","null","715","1947","Co-Education","Self Finance","Sri Renga Polytechnic College

Siruganur

Mannachanallur","621 105","Mannachanallur","Trichy","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Ramakrishna Mission Vidyalaya Polytechnic College, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1302/Sri-Ramakrishna-Mission-Vidyalaya-Polytechnic-College.html","Sri Ramakrishna Mission Vidyalaya Polytechnic College","Polytechnic","AICTE","211","1956","Co-Education","Aided","Sri Ramakrishna Mission Vidyalaya Polytechnic College

Mettupalayam road

Sri Ramakrishna vidyalaya post

Gudalur","641 020","Coimbatore","Coimbatore","2692 432","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Udaya Institute of Technology,, Agasteeswaram, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/1427/Udaya-Institute-of-Technology.html","Udaya Institute of Technology,","Polytechnic","null","774","2008","Co-Education","Self Finance","Udaya Institute of Technology

Udaya Nagar

Neendakarai - B

Agasteeswaram","629 204","Agasteeswaram","Kanyakumari","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","U","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/U/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Rengeswarar Polytechnic College, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1362/Sri-Rengeswarar-Polytechnic-College.html","Sri Rengeswarar Polytechnic College","Polytechnic","null","738","2008","Co-Education","Self Finance","Sri Rengeswarar Polytechnic College

Pottireddipatti","637 013","Namakkal","Namakkal","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","New Cape Polytechnic College, Thovalai, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/1249/New-Cape-Polytechnic-College.html","New Cape Polytechnic College","Polytechnic","null","828","2008","Co-Education","Self Finance","New Cape Polytechnic College

Opp. To Muppandal Temple

Aralvoimozhi

Boothapandy

Thovalai","629 301","Thovalai","Kanyakumari","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","N","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/N/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","P.G.P. Polytechnic College, Paramathi, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1258/P-G-P-Polytechnic-College.html","P.G.P. Polytechnic College","Polytechnic","AICTE","549","1998","Co-Education","Self Finance","P.G.P. Polytechnic College

NH-7 Namakkal - Karur Main Rd

Villipalayam Post

Paramathi","637 207","Paramathi","Namakkal","null","null","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Refrigeration and Ac)""},{""Courses"":""» Dip. in - Printing Technology""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","The Salem Co-operative Sugar Mills Polytechnic College, Pettapalayam, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1400/The-Salem-Co-operative-Sugar-Mills-Polytechnic-College.html","The Salem Co-operative Sugar Mills Polytechnic College","Polytechnic","AICTE","330","1984","Co-Education","Aided","The Salem Co-operative Sugar Mills Polytechnic College

Mohanur Post

Pettapalayam","637 015","Pettapalayam","Namakkal","255 211","256 450","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Shanarpathy Balasundaram Pillai Memorial Institute of Technology, Dindigul","http://www.colleges-in-tamilnadu.com/colleges/1322/Shanarpathy-Balasundaram-Pillai-Memorial-Institute-of-Technology.html","Shanarpathy Balasundaram Pillai Memorial Institute of Technology","Polytechnic","AICTE","538","1998","Co-Education","Self Finance","Shanarpathy Balasundaram Pillai Memorial Institute of Technology

Thamaraipadi

Trichy Road

Dindigul","624 005","Dindigul","Dindigul","null","null","[{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Ramakrishna Mission Technical Institute, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1282/Ramakrishna-Mission-Technical-Institute.html","Ramakrishna Mission Technical Institute","Polytechnic","AICTE","202","1959","Co-Education","Aided","Ramakrishna Mission Technical Institute

66, P.S.Sivasami Salai

Kachery Road

Mylapore

Chennai","600 004","Chennai","Chennai","2499 2537","2499 0264","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","R","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/R/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","National Institute of Polytechnic, Udayarpalayam, Ariyalur","http://www.colleges-in-tamilnadu.com/colleges/1247/National-Institute-of-Polytechnic.html","National Institute of Polytechnic","Polytechnic","null","719","2007","Co-Education","Self Finance","National Institute of Polytechnic

Trichy Main Road

Jayankondam

Udayarpalayam","621 802","Udayarpalayam","Ariyalur","null","null","[{""Courses"":""» Dip. in - Chemical Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","N","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/N/Polytechnic-Colleges-in-TamilNadu.html"
